sample_id,basin_type,API,gamma_g,gamma_o,T,Rsb,Psep,Tsep,P,Pb,Rs,Bo,mu_o,is_saturated,P_over_Pb
0,B,18.169356263708664,1.1136673345872297,0.9454173087421132,103.44565608320354,513.5550001489574,459.0415240386901,87.81629253178036,200.0,3279.598187184776,4.162194975329135,1.0550603483879382,113.11597983871688,1,0.0582123961144848
0,B,18.169356263708664,1.1136673345872297,0.9454173087421132,103.44565608320354,513.5550001489574,459.0415240386901,87.81629253178036,604.461792825589,3471.0358435012254,23.472433710297853,1.0862381186890722,85.63000384070676,1,0.1759358466001742
0,B,18.169356263708664,1.1136673345872297,0.9454173087421132,103.44565608320354,513.5550001489574,459.0415240386901,87.81629253178036,1008.923585651178,3414.766861583641,59.98378479458801,1.120642581538159,59.37561573845253,1,0.2936592970858636
0,B,18.169356263708664,1.1136673345872297,0.9454173087421132,103.44565608320354,513.5550001489574,459.0415240386901,87.81629253178036,1413.385378476767,3440.257657467804,108.16817962547805,1.060982206063059,35.59045804429021,1,0.411382747571553
0,B,18.169356263708664,1.1136673345872297,0.9454173087421132,103.44565608320354,513.5550001489574,459.0415240386901,87.81629253178036,1817.847171302356,3374.8899284996405,166.18503236795812,1.1413143019487926,24.40802462002811,1,0.5291061980572425
0,B,18.169356263708664,1.1136673345872297,0.9454173087421132,103.44565608320354,513.5550001489574,459.0415240386901,87.81629253178036,2222.308964127945,3498.6045158412203,260.9290002223456,1.1001730373526533,15.948573657094707,1,0.6468296485429318
0,B,18.169356263708664,1.1136673345872297,0.9454173087421132,103.44565608320354,513.5550001489574,459.0415240386901,87.81629253178036,2626.770756953534,3447.739033329385,289.63341105623545,1.1939889114950415,13.139952103386072,1,0.7645530990286212
0,B,18.169356263708664,1.1136673345872297,0.9454173087421132,103.44565608320354,513.5550001489574,459.0415240386901,87.81629253178036,3031.232549779123,3503.771349169986,413.9426415527237,1.094225387785285,9.653902495560208,1,0.8822765495143107
0,B,18.169356263708664,1.1136673345872297,0.9454173087421132,103.44565608320354,513.5550001489574,459.0415240386901,87.81629253178036,3435.694342604712,3147.2179228376003,483.4607347001277,1.3849296609941215,6.821929028020257,1,1.0
0,B,18.169356263708664,1.1136673345872297,0.9454173087421132,103.44565608320354,513.5550001489574,459.0415240386901,87.81629253178036,3550.217487358202,3511.446921156433,467.0511114841453,1.2649410792785032,7.464782502848086,0,1.0333333333333332
0,B,18.169356263708664,1.1136673345872297,0.9454173087421132,103.44565608320354,513.5550001489574,459.0415240386901,87.81629253178036,3664.740632111692,3281.502890873963,504.8923549658221,1.2113251380151036,7.729923610858779,0,1.0666666666666669
0,B,18.169356263708664,1.1136673345872297,0.9454173087421132,103.44565608320354,513.5550001489574,459.0415240386901,87.81629253178036,3779.263776865183,3516.6547439707897,482.4890257908481,1.35042453323315,7.562922745191565,0,1.1
0,B,18.169356263708664,1.1136673345872297,0.9454173087421132,103.44565608320354,513.5550001489574,459.0415240386901,87.81629253178036,3893.786921618673,3545.736485828954,529.625181307304,1.2253460543960089,7.375789444120737,0,1.1333333333333333
0,B,18.169356263708664,1.1136673345872297,0.9454173087421132,103.44565608320354,513.5550001489574,459.0415240386901,87.81629253178036,4008.310066372164,3230.5367480792115,497.7079453054352,1.2820354165665853,7.626975803886775,0,1.1666666666666667
0,B,18.169356263708664,1.1136673345872297,0.9454173087421132,103.44565608320354,513.5550001489574,459.0415240386901,87.81629253178036,4122.833211125654,3447.201286755077,538.3697407231197,1.1790744748633823,7.837216976290221,0,1.2
1,A,16.429433161788058,1.0149856722833668,0.9565371608315684,289.314875454693,415.98885334359966,213.04662817781903,104.4608788201338,200.0,3024.4556537445083,19.06647444454464,1.0625407590304865,3.290590091905247,1,0.0657959505227191
1,A,16.429433161788058,1.0149856722833668,0.9565371608315684,289.314875454693,415.98885334359966,213.04662817781903,104.4608788201338,554.9625934633711,3043.4791842235704,56.52909525969756,1.1939620945468097,2.7260566502720733,1,0.1825714567073792
1,A,16.429433161788058,1.0149856722833668,0.9565371608315684,289.314875454693,415.98885334359966,213.04662817781903,104.4608788201338,909.9251869267424,3038.827352520242,104.67065393945504,1.2883148285247257,2.0425360890446544,1,0.2993469628920393
1,A,16.429433161788058,1.0149856722833668,0.9565371608315684,289.314875454693,415.98885334359966,213.04662817781903,104.4608788201338,1264.8877803901134,2988.9115407790428,152.2543157369333,1.1953210666118488,1.973277590008888,1,0.4161224690766994
1,A,16.429433161788058,1.0149856722833668,0.9565371608315684,289.314875454693,415.98885334359966,213.04662817781903,104.4608788201338,1619.8503738534846,2967.3925291293604,186.61190166028743,1.269188154801301,1.3651423144310637,1,0.5328979752613595
1,A,16.429433161788058,1.0149856722833668,0.9565371608315684,289.314875454693,415.98885334359966,213.04662817781903,104.4608788201338,1974.812967316856,2895.070862384113,278.17191089772166,1.2456108523942182,1.4156130315570068,1,0.6496734814460197
1,A,16.429433161788058,1.0149856722833668,0.9565371608315684,289.314875454693,415.98885334359966,213.04662817781903,104.4608788201338,2329.775560780227,2886.1833451015336,302.4996186185212,1.264199601939892,1.3545093067003842,1,0.7664489876306798
1,A,16.429433161788058,1.0149856722833668,0.9565371608315684,289.314875454693,415.98885334359966,213.04662817781903,104.4608788201338,2684.738154243598,2935.033887579398,309.1325404251751,1.3304718558083517,1.205035126441458,1,0.8832244938153399
1,A,16.429433161788058,1.0149856722833668,0.9565371608315684,289.314875454693,415.98885334359966,213.04662817781903,104.4608788201338,3039.700747706969,2954.245848904792,378.0604582616968,1.2643447565076111,1.0417259022077672,1,1.0
1,A,16.429433161788058,1.0149856722833668,0.9565371608315684,289.314875454693,415.98885334359966,213.04662817781903,104.4608788201338,3141.0241059638684,3159.5054235914376,416.8702732790276,1.1767790462910974,1.002175189057409,0,1.0333333333333334
1,A,16.429433161788058,1.0149856722833668,0.9565371608315684,289.314875454693,415.98885334359966,213.04662817781903,104.4608788201338,3242.347464220767,3189.706710110873,410.4840654136618,1.2639641507862,1.0932220827553665,0,1.0666666666666669
1,A,16.429433161788058,1.0149856722833668,0.9565371608315684,289.314875454693,415.98885334359966,213.04662817781903,104.4608788201338,3343.670822477666,2956.119849619111,406.30868572313005,1.2810865234977695,1.1155658057476867,0,1.1
1,A,16.429433161788058,1.0149856722833668,0.9565371608315684,289.314875454693,415.98885334359966,213.04662817781903,104.4608788201338,3444.994180734565,2964.404246396725,412.5910075569508,1.4484553610138522,1.0687218177280433,0,1.1333333333333333
1,A,16.429433161788058,1.0149856722833668,0.9565371608315684,289.314875454693,415.98885334359966,213.04662817781903,104.4608788201338,3546.317538991464,2944.886181826585,374.88056459988434,1.329608799656484,1.064765462100051,0,1.1666666666666667
1,A,16.429433161788058,1.0149856722833668,0.9565371608315684,289.314875454693,415.98885334359966,213.04662817781903,104.4608788201338,3647.6408972483623,2919.911528841906,435.23971602487165,1.240198045374581,0.9947548656116396,0,1.2
2,C,15.134136809279516,0.6173012686064074,0.964986756010592,158.0222634320469,1346.6936492857217,181.3500873691686,84.01123419292675,200.0,9825.006621605617,14.23927498619202,1.0,22.93410616364485,1,0.0194624669737987
2,C,15.134136809279516,0.6173012686064074,0.964986756010592,158.0222634320469,1346.6936492857217,181.3500873691686,84.01123419292675,1459.523695462458,9100.448207303163,85.62153729876434,1.0123210811754388,13.628933102448634,1,0.1420296586020739
2,C,15.134136809279516,0.6173012686064074,0.964986756010592,158.0222634320469,1346.6936492857217,181.3500873691686,84.01123419292675,2719.047390924916,11243.91615459899,176.00431524501673,1.0443436480928268,8.143171890506897,1,0.264596850230349
2,C,15.134136809279516,0.6173012686064074,0.964986756010592,158.0222634320469,1346.6936492857217,181.3500873691686,84.01123419292675,3978.5710863873737,9546.169935321686,279.00033910852983,1.1260623059809869,5.486605545999088,1,0.3871640418586242
2,C,15.134136809279516,0.6173012686064074,0.964986756010592,158.0222634320469,1346.6936492857217,181.3500873691686,84.01123419292675,5238.094781849832,10564.575697862603,426.4148846038361,1.2149197158486784,3.650942917951038,1,0.5097312334868994
2,C,15.134136809279516,0.6173012686064074,0.964986756010592,158.0222634320469,1346.6936492857217,181.3500873691686,84.01123419292675,6497.6184773122895,10733.451452900608,579.9161285050787,1.1881098713963645,2.492308206286874,1,0.6322984251151745
2,C,15.134136809279516,0.6173012686064074,0.964986756010592,158.0222634320469,1346.6936492857217,181.3500873691686,84.01123419292675,7757.142172774747,9606.592810305989,847.4367990156695,1.271406535479042,2.030978054683726,1,0.7548656167434497
2,C,15.134136809279516,0.6173012686064074,0.964986756010592,158.0222634320469,1346.6936492857217,181.3500873691686,84.01123419292675,9016.665868237204,10193.513084247534,1003.7182882349476,1.4007754521809073,1.4355453818716932,1,0.8774328083717249
2,C,15.134136809279516,0.6173012686064074,0.964986756010592,158.0222634320469,1346.6936492857217,181.3500873691686,84.01123419292675,10276.189563699663,10964.553143918703,1407.7066722706331,1.624345427337605,1.1503903021531583,1,1.0
2,C,15.134136809279516,0.6173012686064074,0.964986756010592,158.0222634320469,1346.6936492857217,181.3500873691686,84.01123419292675,10618.729215822985,11786.55536928755,1355.9327397592997,1.7190416394285162,1.1258523406506928,0,1.0333333333333332
